CÓDIGO,DENOMINAÇÃO ATIVIDADE,ATÉ 200 M²,200M² A 400M²,ACIMA DE 400M²
59.11-1-01,Estúdios cinematográficos,Baixo,Médio,Alto
59.11-1-02,Produção de filmes para publicidade,Baixo,Médio,Alto
59.11-1-99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",Baixo,Médio,Alto
59.12-0-01,Serviços de dublagem,Baixo,Médio,Alto
59.12-0-02,Serviços de mixagem sonora em produção audiovisual,Baixo,Médio,Alto
59.12-0-99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",Baixo,Médio,Alto
59.13-8-00,"Distribuição cinematográfica, de vídeo e de programas de televisão",Baixo,Médio,Alto
59.14-6-00,Atividades de exibição cinematográfica,Baixo,Médio,Alto
59.20-1-00,Atividades de gravação de som e de edição de música,Baixo,Médio,Alto
60.10-1-00,Atividades de rádio,Médio,Médio,Alto
60.21-7-00,Atividades de televisão aberta,Médio,Médio,Alto
60.22-5-01,Programadoras,Médio,Médio,Alto
60.22-5-02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",Médio,Médio,Alto
61.10-8-01,Serviços de telefonia fixa comutada - STFC,Médio,Médio,Alto
61.10-8-02,Serviços de redes de transporte de telecomunicações - SRTT,Médio,Médio,Alto
61.10-8-03,Serviços de comunicação multimídia - SCM,Médio,Médio,Alto
61.10-8-99,Serviços de telecomunicações por fio não especificados anteriormente,Médio,Médio,Alto
61.20-5-01,Telefonia móvel celular,Médio,Médio,Alto
61.20-5-02,Serviço móvel especializado - SME,Médio,Médio,Alto
61.20-5-99,Serviços de telecomunicações sem fio não especificados anteriormente,Médio,Médio,Alto
61.30-2-00,Telecomunicações por satélite,Médio,Médio,Alto
61.41-8-00,Operadoras de televisão por assinatura por cabo,Médio,Médio,Alto
61.42-6-00,Operadoras de televisão por assinatura por micro-ondas,Médio,Médio,Alto
61.43-4-00,Operadoras de televisão por assinatura por satélite,Médio,Médio,Alto
61.90-6-01,Provedores de acesso às redes de comunicações,Médio,Médio,Alto
61.90-6-02,Provedores de voz sobre protocolo Internet - VOIP,Médio,Médio,Alto
61.90-6-99,Outras atividades de telecomunicações não especificadas anteriormente,Baixo,Médio,Alto
62.01-5-01,Desenvolvimento de programas de computador sob encomenda,Baixo,Médio,Alto
62.01-5-02,Web desing,Baixo,Médio,Alto
62.02-3-00,Desenvolvimento e licenciamento de programas de computador customizáveis,Baixo,Médio,Alto
62.03-1-00,Desenvolvimento e licenciamento de programas de computador não customizáveis,Baixo,Médio,Alto
62.04-0-00,Consultoria em tecnologia da informação,Baixo,Médio,Alto
62.09-1-00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",Baixo,Médio,Alto
63.11-9-00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",Baixo,Médio,Alto
63.19-4-00,"Portais, provedores de conteúdo e outros serviços de informação na Internet",Baixo,Médio,Alto
63.91-7-00,Agências de notícias,Baixo,Médio,Alto
63.99-2-00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,Baixo,Médio,Alto
64.10-7-00,Banco Central,Alto,Alto,Alto
64.21-2-00,Bancos comerciais,Alto,Alto,Alto
64.22-1-00,"Bancos múltiplos, com carteira comercial",Alto,Alto,Alto
64.23-9-00,Caixas econômicas,Alto,Alto,Alto
64.24-7-01,Bancos cooperativos,Alto,Alto,Alto
64.24-7-02,Cooperativas centrais de crédito,Alto,Alto,Alto
64.24-7-03,Cooperativas de crédito mútuo,Alto,Alto,Alto
64.24-7-04,Cooperativas de crédito rural,Alto,Alto,Alto
64.31-0-00,"Bancos múltiplos, sem carteira comercial",Alto,Alto,Alto
64.32-8-00,Bancos de investimento,Alto,Alto,Alto
64.33-6-00,Bancos de desenvolvimento,Alto,Alto,Alto
64.34-4-00,Agências de fomento,Médio,Médio,Alto
64.35-2-01,Sociedades de crédito imobiliário,Médio,Médio,Alto
64.35-2-02,Associações de poupança e empréstimo,Médio,Médio,Alto
64.35-2-03,Companhias hipotecárias,Médio,Médio,Alto
64.36-1-00,"Sociedades de crédito, financiamento e investimento - financeiras",Médio,Médio,Alto
64.37-9-00,Sociedades de crédito ao microempreendedor,Médio,Médio,Alto
64.38-7-01,Bancos de câmbio,Alto,Alto,Alto
64.38-7-99,Outras instituições de intermediação não monetária não especificadas anteriormente,Alto,Alto,Alto
64.40-9-00,Arrendamento mercantil,Baixo,Médio,Alto
64.50-6-00,Sociedades de capitalização,Baixo,Médio,Alto
64.61-1-00,Holdings de instituições financeiras,Baixo,Médio,Alto
64.62-0-00,Holdings de instituições não financeiras,Baixo,Médio,Alto
64.63-8-00,"Outras sociedades de participação, exceto holdings",Baixo,Médio,Alto
64.70-1-01,"Fundos de investimento, exceto previdenciários e imobiliários",Baixo,Médio,Alto
64.70-1-02,Fundos de investimento previdenciários,Baixo,Médio,Alto
64.70-1-03,Fundos de investimento imobiliários,Baixo,Médio,Alto
64.91-3-00,Sociedades de fomento mercantil - factoring,Baixo,Médio,Alto
64.92-1-00,Securitização de créditos,Baixo,Médio,Alto
64.93-0-00,Administração de consórcios para aquisição de bens e direitos,Baixo,Médio,Alto
64.99-9-01,Clubes de investimento,Médio,Médio,Alto
64.99-9-02,Sociedades de investimento,Médio,Médio,Alto
64.99-9-03,Fundo garantidor de crédito,Médio,Médio,Alto
64.99-9-04,Caixas de financiamento de corporações,Médio,Médio,Alto
64.99-9-05,Concessão de crédito pelas OSCIP,Médio,Médio,Alto
64.99-9-99,Outras atividades de serviços financeiros não especificadas anteriormente,Médio,Médio,Alto
65.11-1-01,Sociedade seguradora de seguros vida,Médio,Médio,Alto
65.11-1-02,Planos de auxílio-funeral,Médio,Médio,Alto
65.12-0-00,Sociedade seguradora de seguros não vida,Médio,Médio,Alto
65.20-1-00,Sociedade seguradora de seguros-saúde,Médio,Médio,Alto
65.30-8-00,Resseguros,Médio,Médio,Alto
65.41-3-00,Previdência complementar fechada,Médio,Médio,Alto
65.42-1-00,Previdência complementar aberta,Médio,Médio,Alto
65.50-2-00,Planos de saúde,Médio,Médio,Alto
66.11-8-01,Bolsa de valores,Médio,Médio,Alto
66.11-8-02,Bolsa de mercadorias,Médio,Médio,Alto
66.11-8-03,Bolsa de mercadorias e futuros,Médio,Médio,Alto
66.11-8-04,Administração de mercados de balcão organizados,Médio,Médio,Alto
66.12-6-01,Corretoras de títulos e valores mobiliários,Médio,Médio,Alto
66.12-6-02,Distribuidoras de títulos e valores mobiliários,Médio,Médio,Alto
66.12-6-03,Corretoras de câmbio,Médio,Médio,Alto
66.12-6-04,Corretoras de contratos de mercadorias,Médio,Médio,Alto
66.12-6-05,Agentes de investimentos em aplicações financeiras,Médio,Médio,Alto
66.13-4-00,Administração de cartões de crédito,Médio,Médio,Alto
66.19-3-01,Serviços de liquidação e custódia,Médio,Médio,Alto
66.19-3-02,Correspondentes de instituições financeiras,Médio,Médio,Alto
66.19-3-03,Representações de bancos estrangeiros,Médio,Médio,Alto
66.19-3-04,Caixas eletrônicos,Médio,Médio,Alto
66.19-3-05,Operadoras de cartões de débito,Médio,Médio,Alto
66.19-3-99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,Médio,Médio,Alto
66.21-5-01,Peritos e avaliadores de seguros,Baixo,Médio,Alto
66.21-5-02,Auditoria e consultoria atuarial,Baixo,Médio,Alto
66.22-3-00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Baixo,Médio,Alto
66.29-1-00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",Baixo,Médio,Alto
66.30-4-00,Atividades de administração de fundos por contrato ou comissão,Baixo,Médio,Alto
68.10-2-01,Compra e venda de imóveis próprios,Baixo,Médio,Alto
68.10-2-02,Aluguel de imóveis próprios,Baixo,Médio,Alto
68.10-2-03,Loteamento de imóveis próprios,Baixo,Médio,Alto
68.21-8-01,Corretagem na compra e venda e avaliação de imóveis,Baixo,Médio,Alto
68.21-8-02,Corretagem no aluguel de imóveis,Baixo,Médio,Alto
68.22-6-00,Gestão e administração da propriedade imobiliária,Baixo,Médio,Alto
69.11-7-01,Serviços advocatícios,Baixo,Médio,Alto
69.11-7-02,Atividades auxiliares da justiça,Baixo,Médio,Alto
69.11-7-03,Agente de propriedade industrial,Baixo,Médio,Alto
69.12-5-00,Cartórios,Alto,Alto,Alto
69.20-6-01,Atividades de contabilidade,Baixo,Médio,Alto
69.20-6-02,Atividades de consultoria e auditoria contábil e tributária,Baixo,Médio,Alto
70.20-4-00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Baixo,Médio,Alto
71.11-1-00,Serviços de arquitetura,Baixo,Médio,Alto
71.12-0-00,Serviços de engenharia,Baixo,Médio,Alto
71.19-7-01,"Serviços de cartografia, topografia e geodésia",Baixo,Médio,Alto
71.19-7-02,Atividades de estudos geológicos,Baixo,Médio,Alto
71.19-7-03,Serviços de desenho técnico relacionados à arquitetura e engenharia,Baixo,Médio,Alto
71.19-7-04,Serviços de perícia técnica relacionados à segurança do trabalho,Baixo,Médio,Alto
71.19-7-99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,Baixo,Médio,Alto
71.20-1-00,Testes e análises técnicas,Baixo,Médio,Alto
72.10-0-00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Baixo,Médio,Alto
72.20-7-00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Baixo,Médio,Alto
73.11-4-00,Agências de publicidade,Baixo,Médio,Alto
73.12-2-00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",Baixo,Médio,Alto
73.19-0-01,Criação de estandes para feiras e exposições,Baixo,Médio,Alto
73.19-0-02,Promoção de vendas,Baixo,Médio,Alto
73.19-0-03,Marketing direto,Baixo,Médio,Alto
73.19-0-04,Consultoria em publicidade,Baixo,Médio,Alto
73.19-0-99,Outras atividades de publicidade não especificadas anteriormente,Baixo,Médio,Alto
73.20-3-00,Pesquisas de mercado e de opinião pública,Baixo,Médio,Alto
74.10-2-02,Design de interiores,Baixo,Médio,Alto
74.10-2-03,Desing de produto,Baixo,Médio,Alto
74.10-2-99,Atividades de desing não especificadas anteriormente,Baixo,Médio,Alto
74.20-0-01,"Atividades de produção de fotografias, exceto aérea e submarina",Baixo,Médio,Alto
74.20-0-02,Atividades de produção de fotografias aéreas e submarinas,Baixo,Médio,Alto
74.20-0-03,Laboratórios fotográficos,Baixo,Médio,Alto
74.20-0-04,Filmagem de festas e eventos,Baixo,Médio,Alto
74.20-0-05,Serviços de microfilmagem,Baixo,Médio,Alto
74.90-1-01,"Serviços de tradução, interpretação e similares",Baixo,Médio,Alto
74.90-1-02,Escafandria e mergulho,Baixo,Médio,Alto
74.90-1-03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,Baixo,Médio,Alto
74.90-1-04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",Baixo,Médio,Alto
74.90-1-05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",Baixo,Médio,Alto
74.90-1-99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",Baixo,Médio,Alto
75.00-1-00,Atividades veterinárias,Médio,Médio,Alto
77.11-0-00,Locação de automóveis sem condutor,Baixo,Médio,Alto
77.19-5-01,"Locação de embarcações sem tripulação, exceto para fins recreativos",Baixo,Médio,Alto
77.19-5-02,Locação de aeronaves sem tripulação,Baixo,Médio,Alto
77.19-5-99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",Baixo,Médio,Alto
77.21-7-00,Aluguel de equipamentos recreativos e esportivos,Baixo,Médio,Alto
77.22-5-00,"Aluguel de fitas de vídeo, DVDs e similares",Baixo,Médio,Alto
77.23-3-00,"Aluguel de objetos do vestuário, jóias e acessórios",Baixo,Médio,Alto
77.29-2-01,Aluguel de aparelhos de jogos eletrônicos,Baixo,Médio,Alto
77.29-2-02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",Baixo,Médio,Alto
77.29-2-03,Aluguel de material médico,Baixo,Médio,Alto
77.29-2-99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,Baixo,Médio,Alto
77.31-4-00,Aluguel de máquinas e equipamentos agrícolas sem operador,Baixo,Médio,Alto
77.32-2-01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Baixo,Médio,Alto
77.32-2-02,Aluguel de andaimes,Baixo,Médio,Alto
77.33-1-00,Aluguel de máquinas e equipamentos para escritório,Baixo,Médio,Alto
77.39-0-01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",Baixo,Médio,Alto
77.39-0-02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",Baixo,Médio,Alto
77.39-0-03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",Baixo,Médio,Alto
77.39-0-99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",Baixo,Médio,Alto
77.40-3-00,Gestão de ativos intangíveis não financeiros,Baixo,Médio,Alto
78.10-8-00,Seleção e agenciamento de mão de obra,Baixo,Médio,Alto
78.20-5-00,Locação de mão de obra temporária,Baixo,Médio,Alto
78.30-2-00,Fornecimento e gestão de recursos humanos para terceiros,Baixo,Médio,Alto
79.11-2-00,Agências de viagens,Baixo,Médio,Alto
79.12-1-00,Operadores turísticos,Baixo,Médio,Alto
79.90-2-00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Baixo,Médio,Alto
80.11-1-01,Atividades de vigilância e segurança privada,Baixo,Médio,Alto
80.11-1-02,Serviços de adestramento de cães de guarda,Baixo,Médio,Alto
80.12-9-00,Atividades de transporte de valores,Baixo,Médio,Alto
80.20-0-01,Atividades de monitoramento de sistemas de segurança eletrônico,Baixo,Médio,Alto
80.20-0-02,Outras atividades de serviços de segurança,Baixo,Médio,Alto
80.30-7-00,Atividades de investigação particular,Baixo,Médio,Alto
81.11-7-00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",Baixo,Médio,Alto
81.12-5-00,Condomínios prediais,Médio,Médio,Alto
81.21-4-00,Limpeza em prédios e em domicílios,Baixo,Médio,Alto
81.22-2-00,Imunização e controle de pragas urbanas,Alto,Alto,Alto
81.29-0-00,Atividades de limpeza não especificadas anteriormente,Baixo,Médio,Alto
81.30-3-00,Atividades paisagísticas,Baixo,Médio,Alto
82.11-3-00,Serviços combinados de escritório e apoio administrativo,Baixo,Médio,Alto
82.19-9-01,Fotocópias,Baixo,Médio,Alto
82.19-9-99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Baixo,Médio,Alto
82.20-2-00,Atividades de teleatendimento,Baixo,Médio,Alto
82.30-0-01,"Serviços de organização de feiras, congressos, exposições e festas",Baixo,Médio,Alto
82.30-0-02,Casas de festas e eventos,Alto,Alto,Alto
82.91-1-00,Atividades de cobrança e informações cadastrais,Baixo,Médio,Alto
82.92-0-00,Envasamento e empacotamento sob contrato,Médio,Médio,Alto
82.99-7-01,"Medição de consumo de energia elétrica, gás e água",Baixo,Médio,Alto
82.99-7-02,"Emissão de vales-alimentação, vales-transporte e similares",Baixo,Médio,Alto
82.99-7-03,"Serviços de gravação de carimbos, exceto confecção",Baixo,Médio,Alto
82.99-7-04,Leiloeiros independentes,Baixo,Médio,Alto
82.99-7-05,Serviços de levantamento de fundos sob contrato,Baixo,Médio,Alto
82.99-7-06,Casas lotéricas,Alto,Alto,Alto
82.99-7-07,Salas de acesso à Internet,Médio,Médio,Alto
82.99-7-99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,Baixo,Médio,Alto
84.11-6-00,Administração pública em geral,Médio,Médio,Alto
84.12-4-00,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",Médio,Médio,Alto
84.13-2-00,Regulação das atividades econômicas,Médio,Médio,Alto
84.21-3-00,Relações exteriores,Médio,Médio,Alto
84.22-1-00,Defesa,Médio,Médio,Alto
84.23-0-00,Justiça,Médio,Médio,Alto
84.24-8-00,Segurança e ordem pública,Médio,Médio,Alto
84.25-6-00,Defesa Civil,Médio,Médio,Alto
84.30-2-00,Seguridade social obrigatória,Médio,Médio,Alto
85.11-2-00,Educação infantil - creche,Médio,Alto,Alto
85.12-1-00,Educação infantil - pré-escola,Médio,Alto,Alto
85.13-9-00,Ensino fundamental,Médio,Alto,Alto
85.20-1-00,Ensino médio,Médio,Alto,Alto
85.31-7-00,Educação superior - graduação,Médio,Alto,Alto
85.32-5-00,Educação superior - graduação e pós-graduação,Médio,Alto,Alto
85.33-3-00,Educação superior - pós-graduação e extensão,Médio,Alto,Alto
85.41-4-00,Educação profissional de nível técnico,Médio,Alto,Alto
85.42-2-00,Educação profissional de nível tecnológico,Médio,Alto,Alto
85.50-3-01,Administração de caixas escolares,Médio,Médio,Alto
85.50-3-02,"Atividades de apoio à educação, exceto caixas escolares",Médio,Médio,Alto
85.91-1-00,Ensino de esportes,Baixo,Médio,Alto
85.92-9-01,Ensino de dança,Baixo,Médio,Alto
85.92-9-02,"Ensino de artes cênicas, exceto dança",Baixo,Médio,Alto
85.92-9-03,Ensino de música,Baixo,Médio,Alto
85.92-9-99,Ensino de arte e cultura não especificado anteriormente,Baixo,Médio,Alto
85.93-7-00,Ensino de idiomas,Baixo,Médio,Alto
85.99-6-01,Formação de condutores,Baixo,Médio,Alto
85.99-6-02,Cursos de pilotagem,Baixo,Médio,Alto
85.99-6-03,Treinamento em informática,Baixo,Médio,Alto
85.99-6-04,Treinamento em desenvolvimento profissional e gerencial,Baixo,Médio,Alto
85.99-6-05,Cursos preparatórios para concursos,Baixo,Médio,Alto
85.99-6-99,Outras atividades de ensino não especificadas anteriormente,Baixo,Médio,Alto
86.10-1-01,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",Alto,Alto,Alto
86.10-1-02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,Alto,Alto,Alto
86.21-6-01,UTI móvel,Médio,Médio,Alto
86.21-6-02,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",Médio,Médio,Alto
86.22-4-00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",Médio,Médio,Alto
86.30-5-01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,Alto,Alto,Alto
86.30-5-02,Atividade médica ambulatorial com recursos para realização de exames complementares,Alto,Alto,Alto
86.30-5-03,Atividade médica ambulatorial restrita a consultas,Médio,Médio,Alto
86.30-5-04,Atividade odontológica,Alto,Alto,Alto
86.30-5-06,Serviços de vacinação e imunização humana,Alto,Alto,Alto
86.30-5-07,Atividades de reprodução humana assistida,Alto,Alto,Alto
86.30-5-99,Atividades de atenção ambulatorial não especificadas anteriormente,Alto,Alto,Alto
86.40-2-01,Laboratórios de anatomia patológica e citológica,Alto,Alto,Alto
86.40-2-02,Laboratórios clínicos,Alto,Alto,Alto
86.40-2-03,Serviços de diálise e nefrologia,Alto,Alto,Alto
86.40-2-04,Serviços de tomografia,Alto,Alto,Alto
86.40-2-05,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",Alto,Alto,Alto
86.40-2-06,Serviços de ressonância magnética,Alto,Alto,Alto
86.40-2-07,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",Alto,Alto,Alto
86.40-2-08,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",Alto,Alto,Alto
86.40-2-09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,Alto,Alto,Alto
86.40-2-10,Serviços de quimioterapia,Alto,Alto,Alto
86.40-2-11,Serviços de radioterapia,Alto,Alto,Alto
86.40-2-12,Serviços de hemoterapia,Alto,Alto,Alto
86.40-2-13,Serviços de litotripsia,Alto,Alto,Alto
86.40-2-14,Serviços de bancos de células e tecidos humanos,Alto,Alto,Alto
86.40-2-99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,Alto,Alto,Alto
86.50-0-01,Atividades de enfermagem,Baixo,Médio,Alto
86.50-0-02,Atividades de profissionais da nutrição,Baixo,Médio,Alto
86.50-0-03,Atividades de psicologia e psicanálise,Baixo,Médio,Alto
86.50-0-04,Atividades de fisioterapia,Baixo,Médio,Alto
86.50-0-05,Atividades de terapia ocupacional,Baixo,Médio,Alto
86.50-0-06,Atividades de fonoaudiologia,Baixo,Médio,Alto
86.50-0-07,Atividades de terapia de nutrição enteral e parenteral,Baixo,Médio,Alto
86.50-0-99,Atividades de profissionais da área de saúde não especificadas anteriormente,Baixo,Médio,Alto
86.60-7-00,Atividades de apoio à gestão de saúde,Baixo,Médio,Alto
86.90-9-01,Atividades de práticas integrativas e complementares em saúde humana,Baixo,Médio,Alto
86.90-9-02,Atividades de bancos de leite humano,Baixo,Médio,Alto
86.90-9-03,Atividades de acupuntura,Baixo,Médio,Alto
86.90-9-04,Atividades de podologia,Baixo,Médio,Alto
86.90-9-99,Outras atividades de atenção à saúde humana não especificadas anteriormente,Baixo,Médio,Alto
87.11-5-01,Clínicas e residências geriátricas,Alto,Alto,Alto
87.11-5-02,Instituições de longa permanência para idosos,Alto,Alto,Alto
87.11-5-03,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",Baixo,Médio,Alto
87.11-5-04,Centros de apoio a pacientes com câncer e com AIDS,Baixo,Médio,Alto
87.11-5-05,Condomínios residenciais para idosos,Alto,Alto,Alto
87.12-3-00,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,Baixo,Médio,Alto
87.20-4-01,Atividades de centros de assistência psicossocial,Médio,Médio,Alto
87.20-4-99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",Médio,Médio,Alto
87.30-1-01,Orfanatos,Alto,Alto,Alto
87.30-1-02,Albergues assistenciais,Alto,Alto,Alto
87.30-1-99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,Baixo,Médio,Alto
88.00-6-00,Serviços de assistência social sem alojamento,Baixo,Médio,Alto
90.01-9-01,Produção teatral,Baixo,Médio,Alto
90.01-9-02,Produção musical,Baixo,Médio,Alto
90.01-9-03,Produção de espetáculos de dança,Baixo,Médio,Alto
90.01-9-04,"Produção de espetáculos circenses, de marionetes e similares",Baixo,Médio,Alto
90.01-9-05,"Produção de espetáculos de rodeios, vaquejadas e similares",Baixo,Médio,Alto
90.01-9-06,Atividades de sonorização e de iluminação,Baixo,Médio,Alto
90.01-9-99,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",Baixo,Médio,Alto
90.02-7-01,"Atividades de artistas plásticos, jornalistas independentes e escritores",Baixo,Médio,Alto
90.02-7-02,Restauração de obras de arte,Baixo,Médio,Alto
90.03-5-00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",Baixo,Médio,Alto
91.01-5-00,Atividades de bibliotecas e arquivos,Baixo,Médio,Alto
91.02-3-01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,Baixo,Médio,Alto
91.02-3-02,Restauração e conservação de lugares e prédios históricos,Baixo,Médio,Alto
91.03-1-00,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",Baixo,Médio,Alto
92.00-3-01,Casas de bingo,Alto,Alto,Alto
92.00-3-02,Exploração de apostas em corridas de cavalos,Alto,Alto,Alto
92.00-3-99,Exploração de jogos de azar e apostas não especificados anteriormente,Alto,Alto,Alto
93.11-5-00,Gestão de instalações de esportes,Baixo,Médio,Alto
93.12-3-00,"Clubes sociais, esportivos e similares",Alto,Alto,Alto
93.13-1-00,Atividades de condicionamento físico,Baixo,Médio,Alto
93.19-1-01,Produção e promoção de eventos esportivos,Baixo,Médio,Alto
93.19-1-99,Outras atividades esportivas não especificadas anteriormente,Baixo,Médio,Alto
93.21-2-00,Parques de diversão e parques temáticos,Alto,Alto,Alto
93.29-8-01,"Discotecas, danceterias, salões de dança e similares",Alto,Alto,Alto
93.29-8-02,Exploração de boliches,Alto,Alto,Alto
93.29-8-03,"Exploração de jogos de sinuca, bilhar e similares",Alto,Alto,Alto
93.29-8-04,Exploração de jogos eletrônicos recreativos,Alto,Alto,Alto
93.29-8-99,Outras atividades de recreação e lazer não especificadas anteriormente,Baixo,Médio,Alto
94.11-1-00,Atividades de organizações associativas patronais e empresariais,Médio,Médio,Alto
94.12-0-01,Atividades de fiscalização profissional,Médio,Médio,Alto
94.12-0-99,Outras atividades associativas profissionais,Médio,Médio,Alto
94.20-1-00,Atividades de organizações sindicais,Médio,Médio,Alto
94.30-8-00,Atividades de associações de defesa de direitos sociais,Médio,Médio,Alto
94.91-0-00,Atividades de organizações religiosas ou filosóficas,Médio,Médio,Alto
94.92-8-00,Atividades de organizações políticas,Médio,Médio,Alto
94.93-6-00,Atividades de organizações associativas ligadas à cultura e à arte,Médio,Médio,Alto
94.99-5-00,Atividades associativas não especificadas anteriormente,Médio,Médio,Alto
95.11-8-00,Reparação e manutenção de computadores e de equipamentos periféricos,Baixo,Médio,Alto
95.12-6-00,Reparação e manutenção de equipamentos de comunicação,Baixo,Médio,Alto
95.21-5-00,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,Baixo,Médio,Alto
95.29-1-01,"Reparação de calçados, bolsas e artigos de viagem",Baixo,Médio,Alto
95.29-1-02,Chaveiros,Baixo,Médio,Alto
95.29-1-03,Reparação de relógios,Baixo,Médio,Alto
95.29-1-04,"Reparação de bicicletas, triciclos e outros veículos não motorizados",Baixo,Médio,Alto
95.29-1-05,Reparação de artigos do mobiliário,Baixo,Médio,Alto
95.29-1-06,Reparação de jóias,Baixo,Médio,Alto
95.29-1-99,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,Baixo,Médio,Alto
96.01-7-01,Lavanderias,Médio,Alto,Alto
96.01-7-02,Tinturarias,Médio,Médio,Alto
96.01-7-03,Toalheiros,Médio,Médio,Alto
96.02-5-01,"Cabeleireiros, manicure e pedicure",Baixo,Médio,Alto
96.02-5-02,Atividades de estética e outros serviços de cuidados com a beleza,Baixo,Médio,Alto
96.03-3-01,Gestão e manutenção de cemitérios,Alto,Alto,Alto
96.03-3-02,Serviços de cremação,Alto,Alto,Alto
96.03-3-03,Serviços de sepultamento,Alto,Alto,Alto
96.03-3-04,Serviços de funerárias,Alto,Alto,Alto
96.03-3-05,Serviços de somatoconservação,Alto,Alto,Alto
96.03-3-99,Atividades funerárias e serviços relacionados não especificados anteriormente,Alto,Alto,Alto
96.09-2-02,Agências matrimoniais,Baixo,Médio,Alto
96.09-2-04,Exploração de máquinas de serviços pessoais acionadas por moeda,Alto,Alto,Alto
96.09-2-05,Atividades de sauna e banhos,Médio,Médio,Alto
96.09-2-06,Serviços de tatuagem e colocação de piercing,Médio,Alto,Alto
96.09-2-07,Alojamento de animais domésticos,Baixo,Médio,Alto
96.09-2-08,Higiene e embelezamento de animais domésticos,Baixo,Médio,Alto
96.09-2-99,Outras atividades de serviços pessoais não especificadas anteriormente,Baixo,Médio,Alto
97.00-5-00,Serviços domésticos,Baixo,Médio,Alto
99.00-8-00,Organismos internacionais e outras instituições extraterritoriais,Médio,Médio,Alto
