codigo,descricao,la,outros_documentos
64.31-0-00,"Bancos múltiplos, sem carteira comercial",Não,-
64.32-8-00,Bancos de investimento,Não,-
64.33-6-00,Bancos de desenvolvimento,Não,-
64.38-7-01,Bancos de câmbio,Não,-
64.38-7-99,Outras instituições de intermediação não monetária não especificadas anteriormente,Não,-
64.34-4-00,Agências de fomento,Não,-
64.35-2-01,Sociedades de crédito imobiliário,Não,-
64.35-2-02,Associações de poupança e empréstimo,Não,-
64.35-2-03,Companhias hipotecárias,Não,-
64.36-1-00,"Sociedades de crédito, financiamento e investimento - financeiras",Não,-
64.37-9-00,Sociedades de crédito ao microempreendedor,Não,-
64.40-9-00,Arrendamento mercantil,Não,-
64.50-6-00,Sociedades de capitalização,Não,-
64.61-1-00,Holdings de instituições financeiras,Não,-
64.62-0-00,Holdings de instituições não financeiras,Não,-
64.63-8-00,"Outras sociedades de participação, exceto holdings",Não,-
64.70-1-01,"Fundos de investimento, exceto previdenciários e imobiliários",Não,-
64.70-1-02,Fundos de investimento previdenciários,Não,-
64.70-1-03,Fundos de investimento imobiliários,Não,-
64.91-3-00,Sociedades de fomento mercantil - factoring,Não,-
64.92-1-00,Securitização de créditos,Não,-
64.93-0-00,Administração de consórcios para aquisição de bens e direitos,Não,-
64.99-9-01,Clubes de investimento,Não,-
64.99-9-02,Sociedades de investimento,Não,-
64.99-9-03,Fundo garantidor de crédito,Não,-
64.99-9-04,Caixas de financiamento de corporações,Não,-
64.99-9-05,Concessão de crédito pelas OSCIP,Não,-
64.99-9-99,Outras atividades de serviços financeiros não especificadas anteriormente,Não,-
65.11-1-01,Sociedade seguradora de seguros vida,Não,-
65.11-1-02,Planos de auxílio-funeral,Não,-
65.12-0-00,Sociedade seguradora de seguros não vida,Não,-
65.20-1-00,Sociedade seguradora de seguros-saúde,Não,-
65.30-8-00,Resseguros,Não,-
65.41-3-00,Previdência complementar fechada,Não,-
65.42-1-00,Previdência complementar aberta,Não,-
65.50-2-00,Planos de saúde,Não,-
66.11-8-01,Bolsa de valores,Não,-
66.11-8-02,Bolsa de mercadorias,Não,-
66.11-8-03,Bolsa de mercadorias e futuros,Não,-
66.11-8-04,Administração de mercados de balcão organizados,Não,-
66.12-6-01,Corretoras de títulos e valores mobiliários,Não,-
66.12-6-02,Distribuidoras de títulos e valores mobiliários,Não,-
66.12-6-03,Corretoras de câmbio,Não,-
66.12-6-04,Corretoras de contratos de mercadorias,Não,-
66.12-6-05,Agentes de investimentos em aplicações financeiras,Não,-
66.13-4-00,Administração de cartões de crédito,Não,-
66.19-3-01,Serviços de liquidação e custódia,Não,-
66.19-3-02,Correspondentes de instituições financeiras,Não,-
66.19-3-03,Representações de bancos estrangeiros,Não,-
66.19-3-04,Caixas eletrônicos,Não,-
66.19-3-05,Operadoras de cartões de débito,Não,-
66.19-3-99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,Não,-
66.21-5-01,Peritos e avaliadores de seguros,Não,-
66.21-5-02,Auditoria e consultoria atuarial,Não,-
66.22-3-00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Não,-
66.29-1-00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",Não,-
66.30-4-00,Atividades de administração de fundos por contrato ou comissão,Não,-
68.10-2-01,Compra e venda de imóveis próprios,Não,-
68.10-2-02,Aluguel de imóveis próprios,Não,-
68.10-2-03,Loteamento de imóveis próprios,Sim,-
68.21-8-01,Corretagem na compra e venda e avaliação de imóveis,Não,-
68.21-8-02,Corretagem no aluguel de imóveis,Não,-
68.22-6-00,Gestão e administração da propriedade imobiliária,Não,-
69.11-7-01,Serviços advocatícios,Não,-
69.11-7-02,Atividades auxiliares da justiça,Não,-
69.11-7-03,Agente de propriedade industrial,Não,-
69.20-6-01,Atividades de contabilidade,Não,-
69.20-6-02,Atividades de consultoria e auditoria contábil e tributária,Não,-
69.12-5-00,Cartórios,Não,-
70.20-4-00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Não,-
71.11-1-00,Serviços de arquitetura,Não,-
71.12-0-00,Serviços de engenharia,Não,-
71.19-7-01,"Serviços de cartografia, topografia e geodésia",Não,-
71.19-7-02,Atividades de estudos geológicos,Não,-
71.19-7-03,Serviços de desenho técnico relacionados à arquitetura e engenharia,Não,-
71.19-7-04,Serviços de perícia técnica relacionados à segurança do trabalho,Não,-
71.19-7-99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,Não,-
71.20-1-00,Testes e análises técnicas,Não,"Caso seja uma empresa de vistoria veicular: Precisa de autorização do DETRAN. Documento obtido de forma posterior, precisa de alvará provisório"
72.10-0-00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Não,-
72.20-7-00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Não,-
73.11-4-00,Agências de publicidade,Não,-
73.12-2-00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",Não,-
73.19-0-01,Criação de estandes para feiras e exposições,Não,-
73.19-0-02,Promoção de vendas,Não,-
73.19-0-03,Marketing direto,Não,-
73.19-0-04,Consultoria em publicidade,Não,-
73.19-0-99,Outras atividades de publicidade não especificadas anteriormente,Não,-
73.20-3-00,Pesquisas de mercado e de opinião pública,Não,-
74.10-2-02,Design de interiores,Não,-
74.10-2-03,Desing de produto,Não,-
74.10-2-99,Atividades de desing não especificadas anteriormente,Não,-
74.20-0-01,"Atividades de produção de fotografias, exceto aérea e submarina",Não,-
74.20-0-02,Atividades de produção de fotografias aéreas e submarinas,Não,-
74.20-0-03,Laboratórios fotográficos,Não,-
74.20-0-04,Filmagem de festas e eventos,Não,-
74.20-0-05,Serviços de microfilmagem,Não,-
74.90-1-01,"Serviços de tradução, interpretação e similares",Não,-
74.90-1-02,Escafandria e mergulho,Não,-
74.90-1-03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,Não,-
74.90-1-04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",Não,-
74.90-1-05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",Não,-
74.90-1-99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",Não,-
75.00-1-00,Atividades veterinárias,Sim,-
77.11-0-00,Locação de automóveis sem condutor,Não,-
77.19-5-01,"Locação de embarcações sem tripulação, exceto para fins recreativos",Não,-
77.19-5-02,Locação de aeronaves sem tripulação,Não,-
77.19-5-99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",Não,-
77.21-7-00,Aluguel de equipamentos recreativos e esportivos,Não,-
77.22-5-00,"Aluguel de fitas de vídeo, DVDs e similares",Não,-
77.23-3-00,"Aluguel de objetos do vestuário, jóias e acessórios",Não,-
77.29-2-01,Aluguel de aparelhos de jogos eletrônicos,Não,-
77.29-2-02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",Não,-
77.29-2-03,Aluguel de material médico,Não,-
77.29-2-99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,Não,-
77.31-4-00,Aluguel de máquinas e equipamentos agrícolas sem operador,Não,-
77.32-2-01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Não,-
77.32-2-02,Aluguel de andaimes,Não,-
77.33-1-00,Aluguel de máquinas e equipamentos para escritório,Não,-
77.39-0-01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",Não,-
77.39-0-02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",Não,-
77.39-0-03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",Não,-
77.39-0-99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",Não,-
77.40-3-00,Gestão de ativos intangíveis não financeiros,Não,-
78.10-8-00,Seleção e agenciamento de mão de obra,Não,-
78.20-5-00,Locação de mão de obra temporária,Não,-
78.30-2-00,Fornecimento e gestão de recursos humanos para terceiros,Não,-
79.11-2-00,Agências de viagens,Não,-
79.12-1-00,Operadores turísticos,Não,-
79.90-2-00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Não,-
80.11-1-01,Atividades de vigilância e segurança privada,Não,-
80.11-1-02,Serviços de adestramento de cães de guarda,Não,-
80.12-9-00,Atividades de transporte de valores,Não,-
80.20-0-01,Atividades de monitoramento de sistemas de segurança eletrônico,Não,-
80.20-0-02,Outras atividades de serviços de segurança,Não,-
80.30-7-00,Atividades de investigação particular,Não,-
81.11-7-00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",Não,-
81.21-4-00,Limpeza em prédios e em domicílios,Não,-
81.29-0-00,Atividades de limpeza não especificadas anteriormente,Não,-
81.30-3-00,Atividades paisagísticas,Não,-
81.12-5-00,Condomínios prediais,Não,-
81.22-2-00,Imunização e controle de pragas urbanas,Sim,-
82.11-3-00,Serviços combinados de escritório e apoio administrativo,Não,-
82.19-9-01,Fotocópias,Não,-
82.19-9-99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Não,-
82.20-2-00,Atividades de teleatendimento,Não,-
82.30-0-01,"Serviços de organização de feiras, congressos, exposições e festas",Não,-
82.91-1-00,Atividades de cobrança e informações cadastrais,Não,-
82.99-7-01,"Medição de consumo de energia elétrica, gás e água",Não,-
82.99-7-02,"Emissão de vales-alimentação, vales-transporte e similares",Não,-
82.99-7-03,"Serviços de gravação de carimbos, exceto confecção",Não,-
82.99-7-04,Leiloeiros independentes,Não,-
82.99-7-05,Serviços de levantamento de fundos sob contrato,Não,-
82.99-7-99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,Não,"Caso seja uma empresa de vistoria veicular: Precisa de autorização do DETRAN. Documento obtido de forma posterior, precisa de alvará provisório"
82.30-0-02,Casas de festas e eventos,Não,Laudo acustico + ART. Bombeiros para reunião de público. CMGDT
82.99-7-06,Casas lotéricas,Não,Autorização da CAIXA ECONÕMICA FEDERAL
82.92-0-00,Envasamento e empacotamento sob contrato,Não,-
82.99-7-07,Salas de acesso à Internet,Não,-
84.11-6-00,Administração pública em geral,Não,-
84.12-4-00,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",Não,-
84.13-2-00,Regulação das atividades econômicas,Não,-
84.21-3-00,Relações exteriores,Não,-
84.22-1-00,Defesa,Não,-
84.23-0-00,Justiça,Não,-
84.24-8-00,Segurança e ordem pública,Não,-
84.25-6-00,Defesa Civil,Não,-
84.30-2-00,Seguridade social obrigatória,Não,-
85.11-2-00,Educação infantil - creche,Não,Certificado do Conselho Municipal de Educação (COMED) - Alvará Provisório - CMGDT acima de 300m2
85.12-1-00,Educação infantil - pré-escola,Não,Certificado do Conselho Municipal de Educação (COMED) - Alvará Provisório - CMGDT acima de 300m2
85.13-9-00,Ensino fundamental,Não,Ocupação escolar bombeiros
85.20-1-00,Ensino médio,Não,Ocupação escolar bombeiros
85.31-7-00,Educação superior - graduação,Não,-
85.32-5-00,Educação superior - graduação e pós-graduação,Não,-
85.33-3-00,Educação superior - pós-graduação e extensão,Não,-
85.41-4-00,Educação profissional de nível técnico,Não,-
85.42-2-00,Educação profissional de nível tecnológico,Não,-
85.50-3-01,Administração de caixas escolares,Não,-
85.50-3-02,"Atividades de apoio à educação, exceto caixas escolares",Não,-
85.91-1-00,Ensino de esportes,Não,Ocupação escolar bombeiros
85.92-9-01,Ensino de dança,Não,Ocupação escolar bombeiros
85.92-9-02,"Ensino de artes cênicas, exceto dança",Não,Ocupação escolar bombeiros
85.92-9-03,Ensino de música,Não,Ocupação escolar bombeiros
85.92-9-99,Ensino de arte e cultura não especificado anteriormente,Não,Ocupação escolar bombeiros
85.93-7-00,Ensino de idiomas,Não,Ocupação escolar bombeiros
85.99-6-01,Formação de condutores,Não,-
85.99-6-02,Cursos de pilotagem,Não,-
85.99-6-03,Treinamento em informática,Não,-
85.99-6-04,Treinamento em desenvolvimento profissional e gerencial,Não,-
85.99-6-05,Cursos preparatórios para concursos,Não,-
85.99-6-99,Outras atividades de ensino não especificadas anteriormente,Não,Ocupação escolar bombeiros
86.10-1-01,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",Sim,-
86.10-1-02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,Sim,-
86.30-5-01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,Sim,-
86.30-5-02,Atividade médica ambulatorial com recursos para realização de exames complementares,Sim,-
86.30-5-04,Atividade odontológica,Sim,-
86.30-5-06,Serviços de vacinação e imunização humana,Sim,-
86.30-5-07,Atividades de reprodução humana assistida,Sim,-
86.30-5-99,Atividades de atenção ambulatorial não especificadas anteriormente,Sim,-
86.40-2-01,Laboratórios de anatomia patológica e citológica,Sim,-
86.40-2-02,Laboratórios clínicos,Sim,-
86.40-2-03,Serviços de diálise e nefrologia,Sim,-
86.40-2-04,Serviços de tomografia,Sim,-
86.40-2-05,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",Sim,-
86.40-2-06,Serviços de ressonância magnética,Sim,-
86.40-2-07,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",Sim,-
86.40-2-08,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",Sim,-
86.40-2-09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,Sim,-
86.40-2-10,Serviços de quimioterapia,Sim,-
86.40-2-11,Serviços de radioterapia,Sim,-
86.40-2-12,Serviços de hemoterapia,Sim,-
86.40-2-13,Serviços de litotripsia,Sim,-
86.40-2-14,Serviços de bancos de células e tecidos humanos,Sim,-
86.40-2-99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,Não,-
86.21-6-01,UTI móvel,Não,-
86.21-6-02,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",Não,-
86.22-4-00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",Não,-
86.30-5-03,Atividade médica ambulatorial restrita a consultas,Sim,-
86.50-0-01,Atividades de enfermagem,Não,-
86.50-0-02,Atividades de profissionais da nutrição,Não,-
86.50-0-03,Atividades de psicologia e psicanálise,Não,-
86.50-0-04,Atividades de fisioterapia,Não,-
86.50-0-05,Atividades de terapia ocupacional,Não,-
86.50-0-06,Atividades de fonoaudiologia,Não,-
86.50-0-07,Atividades de terapia de nutrição enteral e parenteral,Não,-
86.50-0-99,Atividades de profissionais da área de saúde não especificadas anteriormente,Não,-
86.60-7-00,Atividades de apoio à gestão de saúde,Não,-
86.90-9-01,Atividades de práticas integrativas e complementares em saúde humana,Não,-
86.90-9-02,Atividades de bancos de leite humano,Sim***,-
86.90-9-03,Atividades de acupuntura,Não,-
86.90-9-04,Atividades de podologia,Não,-
86.90-9-99,Outras atividades de atenção à saúde humana não especificadas anteriormente,Não,-
87.11-5-01,Clínicas e residências geriátricas,Não,-
87.11-5-02,Instituições de longa permanência para idosos,Não,-
87.11-5-05,Condomínios residenciais para idosos,Não,-
87.30-1-01,Orfanatos,Não,CMGDT
87.30-1-02,Albergues assistenciais,Não,CMGDT
87.11-5-03,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",Não,-
87.11-5-04,Centros de apoio a pacientes com câncer e com AIDS,Não,-
87.12-3-00,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,Não,-
87.30-1-99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,Não,-
87.20-4-01,Atividades de centros de assistência psicossocial,Não,-
87.20-4-99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",Não,-
88.00-6-00,Serviços de assistência social sem alojamento,Não,-
90.01-9-01,Produção teatral,Não,-
90.01-9-02,Produção musical,Não,-
90.01-9-03,Produção de espetáculos de dança,Não,-
90.01-9-04,"Produção de espetáculos circenses, de marionetes e similares",Não,-
90.01-9-05,"Produção de espetáculos de rodeios, vaquejadas e similares",Não,-
90.01-9-06,Atividades de sonorização e de iluminação,Não,-
90.01-9-99,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",Não,-
90.02-7-01,"Atividades de artistas plásticos, jornalistas independentes e escritores",Não,-
90.02-7-02,Restauração de obras de arte,Não,-
90.03-5-00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",Não,-
91.01-5-00,Atividades de bibliotecas e arquivos,Não,-
91.02-3-01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,Não,-
91.02-3-02,Restauração e conservação de lugares e prédios históricos,Não,-
91.03-1-00,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",Não,-
92.00-3-01,Casas de bingo,Não,-
92.00-3-02,Exploração de apostas em corridas de cavalos,Não,-
92.00-3-99,Exploração de jogos de azar e apostas não especificados anteriormente,Não,-
93.11-5-00,Gestão de instalações de esportes,Não,-
93.13-1-00,Atividades de condicionamento físico,Não,Academia: Laudo acustico + ART
93.19-1-01,Produção e promoção de eventos esportivos,Não,-
93.19-1-99,Outras atividades esportivas não especificadas anteriormente,Não,-
93.29-8-99,Outras atividades de recreação e lazer não especificadas anteriormente,Não,-
93.12-3-00,"Clubes sociais, esportivos e similares",Não,Laudo acustico + ART.
93.21-2-00,Parques de diversão e parques temáticos,Não,-
93.29-8-01,"Discotecas, danceterias, salões de dança e similares",Não,-
93.29-8-02,Exploração de boliches,Não,-
93.29-8-03,"Exploração de jogos de sinuca, bilhar e similares",Não,-
93.29-8-04,Exploração de jogos eletrônicos recreativos,Não,-
94.11-1-00,Atividades de organizações associativas patronais e empresariais,Não,-
94.12-0-01,Atividades de fiscalização profissional,Não,-
94.12-0-99,Outras atividades associativas profissionais,Não,-
94.20-1-00,Atividades de organizações sindicais,Não,-
94.30-8-00,Atividades de associações de defesa de direitos sociais,Não,Pais e professores: Autorização da diretora da escola para usar as dependências do colégio. Ocupação bobmeiros: escoalr
94.91-0-00,Atividades de organizações religiosas ou filosóficas,Não, CMGDT acima de 300m2 - Laudo acústico + ART
94.92-8-00,Atividades de organizações políticas,Não,-
94.93-6-00,Atividades de organizações associativas ligadas à cultura e à arte,Não,Pais e professores: Autorização da diretora da escola para usar as dependências do colégio. Ocupação bobmeiros: escoalr
94.99-5-00,Atividades associativas não especificadas anteriormente,Não,Pais e professores: Autorização da diretora da escola para usar as dependências do colégio. Ocupação bobmeiros: escoalr
95.11-8-00,Reparação e manutenção de computadores e de equipamentos periféricos,Não,-
95.12-6-00,Reparação e manutenção de equipamentos de comunicação,Não,-
95.21-5-00,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,Não,-
95.29-1-01,"Reparação de calçados, bolsas e artigos de viagem",Não,-
95.29-1-02,Chaveiros,Não,-
95.29-1-03,Reparação de relógios,Não,-
95.29-1-04,"Reparação de bicicletas, triciclos e outros veículos não motorizados",Não,-
95.29-1-05,Reparação de artigos do mobiliário,Não,-
95.29-1-06,Reparação de jóias,Não,-
95.29-1-99,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,Não,-
96.01-7-01,Lavanderias,Sim,-
96.09-2-06,Serviços de tatuagem e colocação de piercing,Não,-
96.01-7-02,Tinturarias,Não,-
96.01-7-03,Toalheiros,Não,-
96.09-2-05,Atividades de sauna e banhos,Não,-
96.02-5-01,"Cabeleireiros, manicure e pedicure",Não,-
96.02-5-02,Atividades de estética e outros serviços de cuidados com a beleza,Não,-
96.09-2-02,Agências matrimoniais,Não,-
96.09-2-07,Alojamento de animais domésticos,Não,-
96.09-2-08,Higiene e embelezamento de animais domésticos,Não,-
96.09-2-99,Outras atividades de serviços pessoais não especificadas anteriormente,Não,-
96.03-3-01,Gestão e manutenção de cemitérios,Sim,-
96.03-3-02,Serviços de cremação,Sim,-
96.03-3-03,Serviços de sepultamento,Sim,-
96.03-3-04,Serviços de funerárias,Sim,-
96.03-3-05,Serviços de somatoconservação,Sim,-
96.03-3-99,Atividades funerárias e serviços relacionados não especificados anteriormente,Sim,-
96.09-2-04,Exploração de máquinas de serviços pessoais acionadas por moeda,Não,-
97.00-5-00,Serviços domésticos,Não,-
99.00-8-00,Organismos internacionais e outras instituições extraterritoriais,Não,-
